Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
6,268,753.7313432835821,11.194029850746269,134,34322,265,3,3,0,128,67,4129,0,0,0,2,BENIGN
6,17,25764.70588235294,176.47058823529412,8,144,17,0,3,0,438,146,63948,0,1,0,1,BENIGN
6,115,49686.95652173913,78.26086956521739,14,381,58,0,9,0,1432,634,408800,0,1,0,4,BENIGN
6,151,1052.9801324503312,26.490066225165563,50,2945,113,19,4,0,159,39,6320,0,1,0,1,BENIGN
17,1,118000.0,2000.0,1,1,1,1,2,53,65,59,72,0,0,0,0,BENIGN
17,241,2398.3402489626556,12.448132780082988,120,28560,240,1,3,181,212,192,284,0,0,0,0,BENIGN
17,1915,224.54308093994777,1.0443864229765014,1915,1,1915,1915,2,47,383,215,56448,0,0,0,0,BENIGN
6,87,62620.68965517241,91.95402298850574,12,186,32,0,8,0,1460,681,524600,0,1,0,3,BENIGN
6,115,145217.39130434784,104.34782608695652,10,289,47,0,12,0,2920,1391,1179742,0,1,0,3,BENIGN
6,661,4691.3767019667175,13.61573373676248,82,12932,225,0,9,0,1460,344,280003,0,1,0,6,BENIGN
