Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
6,14641,0,0.614712109828564,1830,2616654,3660,118,9,0,0,0,0,0,5,4,0,Attack
6,14639,0,0.614796092629278,1829,2623103,3659,116,9,0,0,0,0,0,5,4,0,Attack
6,14636,0,0.546597430992074,2090,2532787,3785,123,8,0,0,0,0,0,5,3,0,Attack
6,14641,0,0.614712109828564,1830,3328882,3658,118,9,0,0,0,0,0,5,4,0,Attack
6,14623,0,0.410312521370444,2924,8625510,7159,123,6,0,0,0,0,0,4,2,0,Attack
6,14642,0,0.409780084687884,2928,9359952,7531,122,6,0,0,0,0,0,4,2,0,Attack
6,14637,0,0.546560087449614,2091,2536800,3724,123,8,0,0,0,0,0,5,3,0,Attack
6,14637,0,0.546560087449614,2091,2536690,3724,123,8,0,0,0,0,0,5,3,0,Attack
6,14620,0,0.410396716826265,2924,5724662,6272,131,6,0,0,0,0,0,4,2,0,Attack
6,14612,0,0.342184505885573,3653,23823708,10828,142,5,0,0,0,0,0,3,2,0,Attack
6,14629,0,0.341786861713036,3657,26700526,11075,115,5,0,0,0,0,0,3,2,0,Attack
6,14629,0,0.205072117027821,7314,75731124,13468,1161,3,0,0,0,0,0,2,1,0,Attack
6,14629,0,0.341786861713036,3657,12267142,7030,152,5,0,0,0,0,0,3,2,0,Attack
6,14602,0,0.342418846733324,3650,25594118,10848,115,5,0,0,0,0,0,3,2,0,Attack
6,14609,0,0.342254774454104,3652,23826023,10827,120,5,0,0,0,0,0,3,2,0,Attack
6,14597,0,0.616565047612523,1824,2612978,3671,113,9,0,0,0,0,0,5,4,0,Attack
6,14597,0,0.479550592587518,2432,6960515,7018,112,7,0,0,0,0,0,4,3,0,Attack
6,14597,0,0.479550592587518,2432,6960515,7018,112,7,0,0,0,0,0,4,3,0,Attack
6,14597,0,0.479550592587518,2432,6965203,7020,111,7,0,0,0,0,0,4,3,0,Attack
6,14597,0,0.479550592587518,2432,7949571,7020,111,7,0,0,0,0,0,4,3,0,Attack
6,14625,0,0.478632478632479,2437,7470545,7020,111,7,0,0,0,0,0,4,3,0,Attack
6,14626,0,0.205114180226993,7313,103708802,14514,112,3,0,0,0,0,0,2,1,0,Attack
6,14631,0,0.478436197115713,2438,8116117,7415,112,7,0,0,0,0,0,4,3,0,Attack
6,14630,0,0.478468899521531,2438,3342864,4297,113,7,0,0,0,0,0,4,3,0,Attack
6,14608,0,0.479189485213582,2434,8398421,7317,113,7,0,0,0,0,0,4,3,0,Attack
6,14608,0,0.479189485213582,2434,7410689,7318,113,7,0,0,0,0,0,4,3,0,Attack
6,14630,0,0.478468899521531,2438,3342864,4297,113,7,0,0,0,0,0,4,3,0,Attack
6,14630,0,0.341763499658236,3657,8092274,7024,152,5,0,0,0,0,0,3,2,0,Attack
6,14632,0,0.47840349917988,2438,8434782,7343,109,7,0,0,0,0,0,4,3,0,Attack
6,14610,0,0.205338809034908,7305,103248450,14490,120,3,0,0,0,0,0,2,1,0,Attack
6,14610,0,0.27378507871321,4870,10615607,7171,1142,4,0,0,0,0,0,3,1,0,Attack
6,14610,0,0.27378507871321,4870,10615607,7171,1142,4,0,0,0,0,0,3,1,0,Attack
6,14610,0,0.27378507871321,4870,10615607,7171,1142,4,0,0,0,0,0,3,1,0,Attack
6,14609,0,0.273803819563283,4869,16940602,7321,118,4,0,0,0,0,0,3,1,0,Attack
6,14609,0,0.342254774454104,3652,12350848,7031,139,5,0,0,0,0,0,3,2,0,Attack
6,14608,0,0.342278203723987,3652,12581638,7323,116,5,0,0,0,0,0,3,2,0,Attack
6,14608,0,0.273822562979189,4869,16952712,7323,116,4,0,0,0,0,0,3,1,0,Attack
6,14608,0,0.273822562979189,4869,16952712,7323,116,4,0,0,0,0,0,3,1,0,Attack
6,14614,0,0.342137676200903,3653,8334110,6297,1148,5,0,0,0,0,0,3,2,0,Attack
6,14614,0,0.342137676200903,3653,8334110,6297,1148,5,0,0,0,0,0,3,2,0,Attack
6,14610,0,0.205338809034908,7305,103305938,14492,118,3,0,0,0,0,0,2,1,0,Attack
6,14608,0,0.342278203723987,3652,9043098,7464,118,5,0,0,0,0,0,4,1,0,Attack
6,14608,0,0.479189485213582,2434,4931435,6325,118,7,0,0,0,0,0,4,3,0,Attack
6,14608,0,0.342278203723987,3652,16603468,7343,118,5,0,0,0,0,0,3,2,0,Attack
6,14611,0,0.342207925535555,3652,16525372,7335,115,5,0,0,0,0,0,3,2,0,Attack
6,14611,0,0.342207925535555,3652,16525372,7335,115,5,0,0,0,0,0,3,2,0,Attack
6,14622,0,0.478730679797565,2437,4873476,6292,130,7,0,0,0,0,0,4,3,0,Attack
6,14602,0,0.410902616079989,2920,9065796,7394,122,6,0,0,0,0,0,4,2,0,Attack
6,14623,0,0.478697941598851,2437,4871804,6292,131,7,0,0,0,0,0,4,3,0,Attack
6,14623,0,0.341927101142036,3655,8464631,6291,1125,5,0,0,0,0,0,3,2,0,Attack
